,Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Adjusted Percentage of Average Daily Traffic For Trucks,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Construction Zone Flag,Crash Date,Crash Severity,Day of Week,Latitude,Light Condition,Longitude,Manner of Collision,Other Factor,Percentage of Single Unit Truck Average Daily Traffic,Road Class,Speed Limit,Weather Condition,Person Age,Person Death Count,Person Ethnicity,Person Gender,Person Helmet,Person Injury Severity,geometry,index_right0,index_right1,index_right2,osmid,oneway,lanes,name,highway,length,ref,bridge,maxspeed,access,tunnel,junction,service,names,distance,Crash Rate
10,13691003,No,NO,,,TRUE,,,No,2/4/14,B - SUSPECTED MINOR INJURY,TUESDAY,30.23765478,1 - DAYLIGHT,-97.72573247,ONE MOTOR VEHICLE - TURNING LEFT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,52,0,H - HISPANIC,1 - MALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72573247 30.23765478),152519096,1947935386,0,131281626,True,3,East Riverside Drive,primary,37.884,,,35 mph,,,,,East Riverside Drive,1.958946804958901e-05,1.3573908233593387e-05
11,13895043,Yes,NO,,,TRUE,,,No,6/12/14,B - SUSPECTED MINOR INJURY,THURSDAY,30.22395479,"2 - DARK, NOT LIGHTED",-97.70115248,ONE MOTOR VEHICLE - TURNING LEFT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,45,1 - CLEAR,25,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.70115248 30.22395479),282770870,282770871,0,"[204998682, 263495820]",True,"['3', '4']",East Riverside Drive,primary,153.96800000000002,,,40 mph,,,,,East Riverside Drive,4.759105823930149e-06,1.3573908233593387e-05
12,13918267,No,NO,,,TRUE,,,No,7/2/14,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.22707684,1 - DAYLIGHT,-97.70789658,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,19,0,W - WHITE,2 - FEMALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.70789658 30.22707684),282770190,282770188,0,204998681,True,4,East Riverside Drive,primary,12.418,,,40 mph,,,,,East Riverside Drive,1.7817473277726633e-05,1.3573908233593387e-05
13,14022847,Yes,NO,,,TRUE,,,No,8/21/14,B - SUSPECTED MINOR INJURY,THURSDAY,30.23765478,"3 - DARK, LIGHTED",-97.72573247,ONE MOTOR VEHICLE - TURNING LEFT,ONE VEHICLE ENTERING DRIVEWAY,,CITY STREET,35,1 - CLEAR,54,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72573247 30.23765478),152519096,1947935386,0,131281626,True,3,East Riverside Drive,primary,37.884,,,35 mph,,,,,East Riverside Drive,1.958946804958901e-05,1.3573908233593387e-05
14,14153279,No,NO,,,FALSE,,,No,11/6/14,B - SUSPECTED MINOR INJURY,THURSDAY,30.24054243,1 - DAYLIGHT,-97.7273841,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,35,3 - RAIN,29,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.7273841 30.24054243),152519029,3376513007,0,"[619176904, 201711353, 619176901, 619176903]",True,"['3', '4']",East Riverside Drive,primary,215.03699999999998,,,35 mph,,,,,East Riverside Drive,1.1432777681715667e-05,1.3573908233593387e-05
15,14368486,Yes,NO,145713,8.5,TRUE,145713,2019,No,4/1/15,A - SUSPECTED SERIOUS INJURY,WEDNESDAY,30.24802183,"3 - DARK, LIGHTED",-97.73534686,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,3.1,INTERSTATE,-1,1 - CLEAR,29,0,W - WHITE,2 - FEMALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.73534686 30.24802183),5641202361,152436791,0,"[590935971, 590935972, 590935973]",True,3,East Riverside Drive,primary,87.431,,yes,35 mph,,,,,East Riverside Drive,1.61058865231323e-05,1.3573908233593387e-05
16,14498512,No,NO,,,FALSE,,,No,4/17/15,B - SUSPECTED MINOR INJURY,FRIDAY,30.25715478,1 - DAYLIGHT,-97.74688246,ONE MOTOR VEHICLE - TURNING RIGHT,ONE VEHICLE ENTERING DRIVEWAY,,CITY STREET,45,1 - CLEAR,19,0,W - WHITE,1 - MALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.74688246 30.25715478),152416972,152398147,0,"[436631368, 436631372, 201711352, 619360110]",False,"['5', '4', '6']",East Riverside Drive,primary,148.23499999999999,,,35 mph,,,,,East Riverside Drive,3.062108397437567e-06,1.3573908233593387e-05
17,14406865,No,NO,,,FALSE,,,No,4/28/15,N - NOT INJURED,TUESDAY,30.23442703,1 - DAYLIGHT,-97.72406498,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,2 - CLOUDY,38,0,W - WHITE,1 - MALE,99 - UNKNOWN IF WORN,N - NOT INJURED,POINT (-97.72406498 30.23442703),1947935386,152377571,0,"[131281626, 619176930]",True,"['3', '4']",East Riverside Drive,primary,402.313,,,35 mph,,,,,East Riverside Drive,1.2345440834182737e-05,1.3573908233593387e-05
18,14429383,Yes,NO,,,FALSE,,,No,5/11/15,C - POSSIBLE INJURY,MONDAY,30.2269981,1 - DAYLIGHT,-97.70803021,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,"SLOWING/STOPPING-FOR PEDESTRIAN, PEDALCYCLIST, ETC. IN ROAD",,CITY STREET,40,3 - RAIN,59,0,B - BLACK,1 - MALE,"3 - WORN, NOT DAMAGED",N - NOT INJURED,POINT (-97.70803021 30.2269981),152473259,282768758,0,436638900,True,4,East Riverside Drive,primary,12.344,,,40 mph,,,,,East Riverside Drive,4.675002995932578e-06,1.3573908233593387e-05
19,14634281,No,NO,,,TRUE,,,No,9/10/15,B - SUSPECTED MINOR INJURY,THURSDAY,30.22944479,"3 - DARK, LIGHTED",-97.71265247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,30,2 - CLOUDY,17,0,B - BLACK,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71265247 30.22944479),152498329,152459810,0,"[619167481, 131281618]",True,"['3', '4']",East Riverside Drive,primary,195.663,,,35 mph,,,,,East Riverside Drive,2.1037409686900868e-05,1.3573908233593387e-05
20,14859752,Yes,NO,,,TRUE,,,No,1/12/16,B - SUSPECTED MINOR INJURY,TUESDAY,30.24033478,1 - DAYLIGHT,-97.72703247,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,22,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72703247 30.24033478),3376515414,282770202,0,"[436724811, 655501847]",True,3,East Riverside Drive,primary,124.941,,,35 mph,,,,,East Riverside Drive,4.376007757958769e-07,1.3573908233593387e-05
21,14935198,Yes,NO,,,TRUE,,,No,2/24/16,B - SUSPECTED MINOR INJURY,WEDNESDAY,30.22698479,1 - DAYLIGHT,-97.70800247,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,22,0,98 - OTHER,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.70800247 30.22698479),152473259,282768758,0,436638900,True,4,East Riverside Drive,primary,12.344,,,40 mph,,,,,East Riverside Drive,4.26262262562165e-06,1.3573908233593387e-05
22,14941993,No,NO,,,TRUE,,,No,2/28/16,C - POSSIBLE INJURY,SUNDAY,30.24923478,1 - DAYLIGHT,-97.73731247,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,2 - CLOUDY,27,0,W - WHITE,2 - FEMALE,"3 - WORN, NOT DAMAGED",C - POSSIBLE INJURY,POINT (-97.73731247 30.24923478),1831555596,152491193,0,"[619184073, 172230142]",True,"['2', '3']",East Riverside Drive,primary,120.59900000000002,,,35 mph,,,,,East Riverside Drive,5.6773894608556095e-06,1.3573908233593387e-05
23,15117703,No,NO,,,FALSE,,,No,5/23/16,B - SUSPECTED MINOR INJURY,MONDAY,30.2524341,1 - DAYLIGHT,-97.74222469,ONE MOTOR VEHICLE - GOING STRAIGHT,ONE VEHICLE LEAVING DRIVEWAY,,CITY STREET,35,2 - CLOUDY,31,0,H - HISPANIC,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.74222469 30.2524341),282770214,438227939,0,"[775406401, 775406402, 775406405, 619184071, 263361803, 436631373, 25922523]",True,2,East Riverside Drive,primary,720.6930000000001,,yes,35 mph,,,,,East Riverside Drive,1.4149258328054223e-05,1.3573908233593387e-05
24,15197957,No,NO,,,TRUE,,,No,7/1/16,N - NOT INJURED,FRIDAY,30.25715478,"3 - DARK, LIGHTED",-97.74688246,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,27,0,W - WHITE,1 - MALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.74688246 30.25715478),152416972,152398147,0,"[436631368, 436631372, 201711352, 619360110]",False,"['5', '4', '6']",East Riverside Drive,primary,148.23499999999999,,,35 mph,,,,,East Riverside Drive,3.062108397437567e-06,1.3573908233593387e-05
25,15281623,No,NO,,,FALSE,,,No,8/23/16,C - POSSIBLE INJURY,TUESDAY,30.23340997,"3 - DARK, LIGHTED",-97.72318348,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,25,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.72318348 30.23340997),630351587,152376159,0,131281623,True,3,East Riverside Drive,primary,10.991,,,35 mph,,,,,East Riverside Drive,3.811995724328357e-06,1.3573908233593387e-05
26,15480749,No,NO,,,TRUE,,,No,12/8/16,B - SUSPECTED MINOR INJURY,THURSDAY,30.23159479,1 - DAYLIGHT,-97.71753247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,-1,1 - CLEAR,26,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71753247 30.23159479),1445175749,152445400,0,436624513,True,4,East Riverside Drive,primary,12.821,,,35 mph,,,,,East Riverside Drive,3.0331316993603737e-06,1.3573908233593387e-05
27,15585627,Yes,NO,,,TRUE,,,No,2/11/17,C - POSSIBLE INJURY,SATURDAY,30.22261479,1 - DAYLIGHT,-97.69779248,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,45,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.69779248 30.22261479),2691125689,152519297,0,"[263495813, 263495831]",True,"['3', '4']",East Riverside Drive,primary,154.583,,,40 mph,,,,,East Riverside Drive,6.587597379690576e-07,1.3573908233593387e-05
28,15657890,No,NO,,,TRUE,,,No,3/21/17,B - SUSPECTED MINOR INJURY,TUESDAY,30.24477478,1 - DAYLIGHT,-97.73052247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,30,1 - CLEAR,30,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.73052247 30.24477478),5851510994,5851510989,0,131281612,True,3,East Riverside Drive,primary,26.604,,,35 mph,,,,,East Riverside Drive,3.2906004025555192e-06,1.3573908233593387e-05
29,15706914,No,NO,,,TRUE,,,No,4/13/17,C - POSSIBLE INJURY,THURSDAY,30.25715478,1 - DAYLIGHT,-97.74688246,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,40,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.74688246 30.25715478),152416972,152398147,0,"[436631368, 436631372, 201711352, 619360110]",False,"['5', '4', '6']",East Riverside Drive,primary,148.23499999999999,,,35 mph,,,,,East Riverside Drive,3.062108397437567e-06,1.3573908233593387e-05
30,15908213,Yes,NO,,,TRUE,,,No,8/8/17,A - SUSPECTED SERIOUS INJURY,TUESDAY,30.24477478,1 - DAYLIGHT,-97.73052247,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,45,1 - CLEAR,28,0,H - HISPANIC,1 - MALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.73052247 30.24477478),5851510994,5851510989,0,131281612,True,3,East Riverside Drive,primary,26.604,,,35 mph,,,,,East Riverside Drive,3.2906004025555192e-06,1.3573908233593387e-05
31,15972278,Yes,NO,,,TRUE,,,No,9/1/17,A - SUSPECTED SERIOUS INJURY,FRIDAY,30.25715478,"3 - DARK, LIGHTED",-97.74688246,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,45,1 - CLEAR,36,0,W - WHITE,1 - MALE,1 - NOT WORN,A - SUSPECTED SERIOUS INJURY,POINT (-97.74688246 30.25715478),152416972,152398147,0,"[436631368, 436631372, 201711352, 619360110]",False,"['5', '4', '6']",East Riverside Drive,primary,148.23499999999999,,,35 mph,,,,,East Riverside Drive,3.062108397437567e-06,1.3573908233593387e-05
32,16015427,Yes,NO,,,TRUE,,,No,10/7/17,B - SUSPECTED MINOR INJURY,SATURDAY,30.23159479,"3 - DARK, LIGHTED",-97.71753247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,-1,1 - CLEAR,23,0,W - WHITE,2 - FEMALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71753247 30.23159479),1445175749,152445400,0,436624513,True,4,East Riverside Drive,primary,12.821,,,35 mph,,,,,East Riverside Drive,3.0331316993603737e-06,1.3573908233593387e-05
33,16078066,No,NO,,,TRUE,,,No,11/10/17,B - SUSPECTED MINOR INJURY,FRIDAY,30.22944479,"3 - DARK, LIGHTED",-97.71265247,ONE MOTOR VEHICLE - TURNING RIGHT,NOT APPLICABLE,,CITY STREET,30,1 - CLEAR,37,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71265247 30.22944479),152498329,152459810,0,"[619167481, 131281618]",True,"['3', '4']",East Riverside Drive,primary,195.663,,,35 mph,,,,,East Riverside Drive,2.1037409686900868e-05,1.3573908233593387e-05
34,16434809,No,NO,,,TRUE,,,No,5/15/18,B - SUSPECTED MINOR INJURY,TUESDAY,30.23765478,1 - DAYLIGHT,-97.72573247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,23,0,H - HISPANIC,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72573247 30.23765478),152519096,1947935386,0,131281626,True,3,East Riverside Drive,primary,37.884,,,35 mph,,,,,East Riverside Drive,1.958946804958901e-05,1.3573908233593387e-05
35,16473291,No,NO,,,TRUE,,,No,6/16/18,B - SUSPECTED MINOR INJURY,SATURDAY,30.24477478,1 - DAYLIGHT,-97.73052247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,-1,1 - CLEAR,32,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.73052247 30.24477478),5851510994,5851510989,0,131281612,True,3,East Riverside Drive,primary,26.604,,,35 mph,,,,,East Riverside Drive,3.2906004025555192e-06,1.3573908233593387e-05
36,17975574,No,NO,,,TRUE,,,No,7/5/18,N - NOT INJURED,THURSDAY,30.24177478,1 - DAYLIGHT,-97.72836247,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,25,0,W - WHITE,2 - FEMALE,1 - NOT WORN,N - NOT INJURED,POINT (-97.72836247 30.24177478),152519021,152519029,0,"[436724802, 619176900]",True,"['3', '4']",East Riverside Drive,primary,192.436,,,35 mph,,,,,East Riverside Drive,8.11469834084821e-06,1.3573908233593387e-05
37,16556663,No,NO,,,TRUE,,,No,7/20/18,B - SUSPECTED MINOR INJURY,FRIDAY,30.25714905,"3 - DARK, LIGHTED",-97.7468846,ONE MOTOR VEHICLE - TURNING RIGHT,ONE VEHICLE ENTERING DRIVEWAY,,CITY STREET,-1,1 - CLEAR,36,0,W - WHITE,1 - MALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.7468846 30.25714905),152416972,152398147,0,"[436631368, 436631372, 201711352, 619360110]",False,"['5', '4', '6']",East Riverside Drive,primary,148.23499999999999,,,35 mph,,,,,East Riverside Drive,2.6355361008117605e-06,1.3573908233593387e-05
38,16662962,No,NO,,,TRUE,,,No,10/2/18,B - SUSPECTED MINOR INJURY,TUESDAY,30.24033478,1 - DAYLIGHT,-97.72703247,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,35,1 - CLEAR,28,0,B - BLACK,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72703247 30.24033478),3376515414,282770202,0,"[436724811, 655501847]",True,3,East Riverside Drive,primary,124.941,,,35 mph,,,,,East Riverside Drive,4.376007757958769e-07,1.3573908233593387e-05
39,16675396,No,NO,,,TRUE,,,No,10/12/18,C - POSSIBLE INJURY,FRIDAY,30.22395479,1 - DAYLIGHT,-97.70115248,ONE MOTOR VEHICLE - GOING STRAIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,57,0,H - HISPANIC,1 - MALE,"3 - WORN, NOT DAMAGED",C - POSSIBLE INJURY,POINT (-97.70115248 30.22395479),282770870,282770871,0,"[204998682, 263495820]",True,"['3', '4']",East Riverside Drive,primary,153.96800000000002,,,40 mph,,,,,East Riverside Drive,4.759105823930149e-06,1.3573908233593387e-05
40,16815070,No,NO,,,TRUE,,,No,12/20/18,C - POSSIBLE INJURY,THURSDAY,30.24033478,1 - DAYLIGHT,-97.72703247,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,32,0,W - WHITE,1 - MALE,99 - UNKNOWN IF WORN,C - POSSIBLE INJURY,POINT (-97.72703247 30.24033478),3376515414,282770202,0,"[436724811, 655501847]",True,3,East Riverside Drive,primary,124.941,,,35 mph,,,,,East Riverside Drive,4.376007757958769e-07,1.3573908233593387e-05
41,16861059,Yes,NO,,,TRUE,,,No,1/17/19,B - SUSPECTED MINOR INJURY,THURSDAY,30.23159479,"3 - DARK, LIGHTED",-97.71753247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,35,99 - UNKNOWN,20,0,W - WHITE,2 - FEMALE,99 - UNKNOWN IF WORN,B - SUSPECTED MINOR INJURY,POINT (-97.71753247 30.23159479),1445175749,152445400,0,436624513,True,4,East Riverside Drive,primary,12.821,,,35 mph,,,,,East Riverside Drive,3.0331316993603737e-06,1.3573908233593387e-05
42,16861166,Yes,NO,148970,9.8,TRUE,148970,2019,No,1/19/19,C - POSSIBLE INJURY,SATURDAY,30.2478637,"3 - DARK, LIGHTED",-97.73530995,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,3.3,INTERSTATE,-1,1 - CLEAR,23,0,W - WHITE,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.73530995 30.2478637),5641202363,152453192,0,"[27392615, 150193979, 436631370, 131281615]",True,3,East Riverside Drive,primary,89.51700000000001,,yes,35 mph,,,,,East Riverside Drive,2.2969533201642134e-05,1.3573908233593387e-05
43,17026722,No,NO,,,TRUE,,,No,4/19/19,B - SUSPECTED MINOR INJURY,FRIDAY,30.24033478,1 - DAYLIGHT,-97.72703247,ONE MOTOR VEHICLE - TURNING RIGHT,ATTENTION DIVERTED FROM DRIVING,,CITY STREET,-1,1 - CLEAR,30,0,W - WHITE,1 - MALE,1 - NOT WORN,B - SUSPECTED MINOR INJURY,POINT (-97.72703247 30.24033478),3376515414,282770202,0,"[436724811, 655501847]",True,3,East Riverside Drive,primary,124.941,,,35 mph,,,,,East Riverside Drive,4.376007757958769e-07,1.3573908233593387e-05
44,17092387,No,NO,,,TRUE,,,No,5/25/19,C - POSSIBLE INJURY,SATURDAY,30.24477478,"3 - DARK, LIGHTED",-97.73052247,ONE MOTOR VEHICLE - GOING STRAIGHT,NOT APPLICABLE,,CITY STREET,35,1 - CLEAR,22,0,99 - UNKNOWN,1 - MALE,1 - NOT WORN,C - POSSIBLE INJURY,POINT (-97.73052247 30.24477478),5851510994,5851510989,0,131281612,True,3,East Riverside Drive,primary,26.604,,,35 mph,,,,,East Riverside Drive,3.2906004025555192e-06,1.3573908233593387e-05
